,_id,page_url,title,domain_tags,primary_domain,score
1335,5f1bb086896f82cdbda60f93,/entries/ceteris-paribus/,Ceteris Paribus Laws,Philosophy of Science,Philosophy of Science,3.648785792
437,5f1bb33b896f82cdbda61114,/entries/friedrich-lange/,Friedrich Albert Lange,"Thinker,Metaphysics",Thinker,3.651189563
812,5f1bb143896f82cdbda60ffa,/entries/contradiction/,Contradiction,Logic,Logic,3.651427154
1490,5f1baf91896f82cdbda60f0f,/entries/arabic-islamic-judaic/,Influence of Arabic and Islamic Philosophy on Judaic Thought,"Arabic and Islamic Philosophy, Jewish Philosophy",Arabic and Islamic Philosophy,3.657536376
21,5f1bb464896f82cdbda611c4,/entries/jaspers/,Karl Jaspers,"Thinker,Continental Philosophy",Thinker,3.664320886
643,5f1baf35896f82cdbda60ed8,/entries/affirmative-action/,Affirmative Action,"Social and Political Philosophy,African and African-American Philosophy",Social and Political Philosophy,3.687622287
413,5f1baf24896f82cdbda60ecd,/entries/addams-jane/,Jane Addams,"Thinker,Social and Political Philosophy,Epistemology,Feminist Philosophy",Thinker,3.69944015
1265,5f1bb56a896f82cdbda6127b,/entries/ludwig-feuerbach/,Ludwig Andreas Feuerbach,"Thinker,Social and Political Philosophy",Thinker,3.706864173
1150,5f1baf0c896f82cdbda60ec1,/entries/abelard/,Peter Abelard,"Thinker,Logic",Thinker,3.725560072
172,5f1bb202896f82cdbda6105e,/entries/dubois/,W.E.B. Du Bois,"Thinker,Social and Political Philosophy,African and African-American Philosophy",Thinker,3.727676744
155,5f1bb216896f82cdbda61069,/entries/education-philosophy/,Philosophy of Education,Social and Political Philosophy,Social and Political Philosophy,3.733741393
245,5f1bb7a0896f82cdbda613cd,/entries/public-reason/,Public Reason,"Social and Political Philosophy,Logic",Social and Political Philosophy,3.739271999
655,5f1bb4f1896f82cdbda6122e,/entries/liberalism-latin-america/,Liberalism in Latin America,"Social and Political Philosophy, Latin American and Iberian Philosophy",Latin American and Iberian Philosophy,3.7424647
1529,5f1bb449896f82cdbda611b1,/entries/international-justice/,International Distributive Justice,Social and Political Philosophy,Social and Political Philosophy,3.75380931
182,5f1bb716896f82cdbda61382,/entries/plato-ethics/,Plato’s Ethics: An Overview,Thinker,Ethics,3.754802002
382,5f1bb15e896f82cdbda61009,/entries/crescas/,Hasdai Crescas,"Thinker,Jewish Philosophy",Thinker,3.756689079
1462,5f1bb163896f82cdbda6100b,/entries/critical-theory/,Critical Theory,"Social and Political Philosophy,Continental Philosophy",Continental Philosophy,3.761452243
642,5f1bb4bf896f82cdbda61208,/entries/latin-american-philosophy/,Latin American Philosophy,Latin American and Iberian Philosophy,Latin American and Iberian Philosophy,3.763535095
391,5f1bb491896f82cdbda611e7,/entries/kant-reason/,Kant’s Account of Reason,"Thinker,Logic",Logic,3.767650792
815,5f1bb484896f82cdbda611dc,/entries/justus-lipsius/,Justus Lipsius,"Thinker, Ethics",Thinker,3.76850657
1301,5f1bb481896f82cdbda611da,/entries/justice/,Justice,Social and Political Philosophy,Social and Political Philosophy,3.768673853
224,5f1bb0ae896f82cdbda60fab,/entries/civil-rights/,Civil Rights,"Social and Political Philosophy,Ethics,African and African-American Philosophy",Social and Political Philosophy,3.769283211
56,5f1bb021896f82cdbda60f60,/entries/bolzano/,Bernard Bolzano,"Thinker,Philosophy of Physics",Thinker,3.769978912
979,5f1bb1e6896f82cdbda61050,/entries/discrimination/,Discrimination,"Social and Political Philosophy,African and African-American Philosophy",Social and Political Philosophy,3.774743771
256,5f1bb95e896f82cdbda614da,/entries/testimony-episprob/,Epistemological Problems of Testimony,"Epistemology,Philosophy of Law",Epistemology,3.780222546
982,5f1bb847896f82cdbda6142c,/entries/ricoeur/,Paul Ricoeur,"Thinker,Continental Philosophy",Thinker,3.799008163
118,5f1bb726896f82cdbda6138b,/entries/plato-utopia/,Plato on utopia,Thinker,Social and Political Philosophy,3.808579475
429,5f1bb036896f82cdbda60f6c,/entries/brentano/,Franz Brentano,"Thinker,Philosophy of Mind,Continental Philosophy",Thinker,3.813600712
583,5f1bb4fc896f82cdbda61236,/entries/literal-nonliteral-india/,The Literal-Nonliteral Distinction in Classical Indian Philosophy,"Indian Philosophy,Philosophy of Language",Indian Philosophy,3.825298906
1544,5f1bc364c9d4344a5ae10187,/entries/territorial-rights/,Territorial Rights and Territorial Justice,Social and Political Philosophy,Social and Political Philosophy,3.831998698
1358,5f1bb467896f82cdbda611c6,/entries/jefferson/,Thomas Jefferson,"Thinker,Social and Political Philosophy",Thinker,3.838032317
689,5f1bb6ec896f82cdbda6136a,/entries/phil-science-latin-america/,Philosophy of Science in Latin America,"Latin American and Iberian Philosophy, Philosophy of Science",Latin American and Iberian Philosophy,3.839419951
1331,5f1bb3d6896f82cdbda6116a,/entries/homosexuality/,Homosexuality,"Philosophy of Biology,Ethics,Social and Political Philosophy",Philosophy of Biology,3.844060017
515,5f1bb175896f82cdbda61012,/entries/dante/,Dante Alighieri,"Thinker, Aesthetics and Philosophy of Art",Thinker,3.849783624
1125,5f1bb88f896f82cdbda61459,/entries/scientific-knowledge-social/,The Social Dimensions of Scientific Knowledge,"Epistemology,Philosophy of Science,Social and Political Philosophy",Philosophy of Science,3.857573069
398,5f1bb5df896f82cdbda612d7,/entries/money-finance/,Philosophy of Money and Finance,"Philosophy of Economics,Social and Political Philosophy",Philosophy of Economics,3.858879645
894,5f1bb38f896f82cdbda61145,/entries/halevi/,Judah Halevi,"Thinker,Jewish Philosophy",Thinker,3.870265373
136,5f1bafdb896f82cdbda60f39,/entries/austin-john/,John Austin,Thinker,Thinker,3.87344687
541,5f1bb849896f82cdbda6142d,/entries/rights-children/,Children’s Rights,"Ethics,Social and Political Philosophy",Ethics,3.87429475
1269,5f1bb46b896f82cdbda611ca,/entries/johann-herbart/,Johann Friedrich Herbart,"Thinker, Logic, Metaphysics, Philosophy of Mind",Thinker,3.875448386
1498,5f1bb124896f82cdbda60fe9,/entries/conservatism/,Conservatism,Social and Political Philosophy,Social and Political Philosophy,3.876266813
1365,5f1bb600896f82cdbda612eb,/entries/moral-particularism-generalism/,Moral Particularism and Moral Generalism,Ethics,Ethics,3.879297441
1560,5f1bb354896f82cdbda61122,/entries/gassendi/,Pierre Gassendi,"Thinker,Philosphy of Science",Thinker,3.879524727
796,5f1bb1e0896f82cdbda6104d,/entries/disability/,"Disability: Definitions, Models, Experience","Social and Political Philosophy,Ethics,Philosophy of Biology",Social and Political Philosophy,3.879593051
1562,5f1bb5d9896f82cdbda612d3,/entries/mohist-canons/,Mohist Canons,"Chinese Philosophy,Ethics,Philosophy of Language",Chinese Philosophy,3.880097696
432,5f1bb834896f82cdbda61420,/entries/religion-science/,Religion and Science,"Philosophy of Religion,Philosophy of Science",Philosophy of Religion,3.88629079
1372,5f1bb3cb896f82cdbda61163,/entries/hobbes-moral/,Hobbes’s Moral and Political Philosophy,"Thinker,Social and Political Philosophy",Ethics,3.889878365
1032,5f1bb8d7896f82cdbda61486,/entries/skepticism-ancient/,Ancient Skepticism,Epistemology,Epistemology,3.894662956
1031,5f1bb921896f82cdbda614b2,/entries/sport/,Philosophy of Sport,Social and Political Philosophy,Social and Political Philosophy,3.897029289
784,5f1bb85e896f82cdbda6143a,/entries/rule-of-law/,The Rule of Law,"Philosophy of Law,Social and Political Philosophy",Philosophy of Law,3.902525394
365,5f1bb1b7896f82cdbda61034,/entries/descartes/,René Descartes,"Thinker, Philosophy of Mathematics, Philosophy of Mind, Metaphysics",Thinker,3.905377328
125,5f1bb8a1896f82cdbda61464,/entries/scottish-18th/,Scottish Philosophy in the 18th Century,Metaphysics,Metaphysics,3.907069995
1320,5f1bb1cf896f82cdbda61042,/entries/dialetheism/,Dialetheism,Logic,Logic,3.924455703
174,5f1bb3f3896f82cdbda6117a,/entries/ibn-ezra/,Abraham Ibn Ezra,"Thinker,Jewish Philosophy",Thinker,3.928391374
1257,5f1bb7a7896f82cdbda613d1,/entries/punishment/,Punishment,"Ethics,Social and Political Philosophy",Ethics,3.943565406
871,5f1bb8e5896f82cdbda6148d,/entries/smith-moral-political/,Adam Smith’s Moral and Political Philosophy,"Thinker,Ethics,Social and Political Philosophy",Ethics,3.950041462
1312,5f1bb533896f82cdbda61258,/entries/logic-informal/,Informal Logic,Logic,Logic,3.961202383
1356,5f1bb2e6896f82cdbda610de,/entries/feminism-political/,Feminist Political Philosophy,"Feminist Philosophy,Social and Political Philosophy",Feminist Philosophy,3.969218191
1513,5f1baf3a896f82cdbda60edb,/entries/africana/,Africana Philosophy,"African and African-American Philosophy,Metaphysics",African and African-American Philosophy,3.974109809
1098,5f1bb7ac896f82cdbda613d4,/entries/pythagoreanism/,Pythagoreanism,Philosophy of Mathematics,Philosophy of Mathematics,3.979700818
866,5f1bb666896f82cdbda61327,/entries/oakeshott/,Michael Oakeshott,"Thinker, Social and Political Philosophy",Thinker,3.984171811
1361,5f1bb494896f82cdbda611e9,/entries/kant-science/,Kant’s Philosophy of Science,"Thinker,Philosophy of Science",Philosophy of Science,3.985031532
1073,5f1bb66c896f82cdbda6132b,/entries/ockham/,William of Ockham,"Thinker,Logic",Thinker,4.0012965
1334,5f1bb20d896f82cdbda61065,/entries/early-modern-india/,Analytic Philosophy in Early Modern India,"Indian Philosophy,Logic,Philosophy of Language",Indian Philosophy,4.004316157
240,5f1bb4ec896f82cdbda6122a,/entries/levinas/,Emmanuel Levinas,"Thinker,Continental Philosophy,Ethics",Thinker,4.007495342
475,5f1bb76e896f82cdbda613b4,/entries/probability-interpret/,Interpretations of Probability,Philosophy of Mathematics,Philosophy of Mathematics,4.008585167
278,5f1bb487896f82cdbda611de,/entries/kant-development/,Kant’s Philosophical Development,Thinker,Thinker,4.009138945
1183,5f1bb483896f82cdbda611db,/entries/justification-public/,Public Justification,Social and Political Philosophy,Social and Political Philosophy,4.012302344
400,5f1bb3ea896f82cdbda61174,/entries/hume/,David Hume,"Thinker,Metaphysics, Epistemology,Philosphy of Religion, Philosophy of Economics",Thinker,4.014732362
1106,5f1bb47e896f82cdbda611d8,/entries/justice-transitional/,Transitional Justice,"Social and Political Philosophy,African and African-American Philosophy",Social and Political Philosophy,4.015038255
1083,5f1bb5c8896f82cdbda612c6,/entries/mill/,John Stuart Mill,"Thinker,Social and Political Philosophy,Ethics",Thinker,4.034172698
1507,5f1baf88896f82cdbda60f0a,/entries/aquinas-moral-political/,"Aquinas’ Moral, Political, and Legal Philosophy","Thinker,Social and Political Philosophy,Ethics",Social and Political Philosophy,4.047105296
645,5f1bb953896f82cdbda614d3,/entries/technology/,Philosophy of Technology,"Philosophy of Science, Social and Political Philosophy",Philosophy of Science,4.049913636
12,5f1bb83d896f82cdbda61426,/entries/republicanism/,Republicanism,Social and Political Philosophy,Social and Political Philosophy,4.079098381
167,5f1bb0ea896f82cdbda60fca,/entries/computer-science/,The Philosophy of Computer Science,Philosophy of Computer Science,Philosophy of Computer Science,4.083092971
184,5f1bb458896f82cdbda611bb,/entries/james-mill/,James Mill,"Thinker,Social and Political Philosophy",Thinker,4.10885568
560,5f1bb259896f82cdbda6108d,/entries/epistemology-latin-america/,Epistemology in Latin America,Epistemology,Epistemology,4.127192912
728,5f1bb577896f82cdbda61286,/entries/maimonides-islamic/,The Influence of Islamic Thought on Maimonides,"Thinker,Arabic and Islamic Philosophy, Jewish Philosophy",Arabic and Islamic Philosophy,4.132826354
1588,5f1bafe0896f82cdbda60f3c,/entries/autonomy-moral/,Autonomy in Moral and Political Philosophy,"Social and Political Philosophy,Ethics",Social and Political Philosophy,4.138975198
966,5f1bb056896f82cdbda60f78,/entries/butler-moral/,Joseph Butler’s Moral Philosophy,"Thinker,Ethics",Ethics,4.14446066
