,_id,page_url,title,domain_tags,primary_domain,score
1412,5f1bb489896f82cdbda611e0,/entries/kant-hume-morality/,Kant and Hume on Morality,"Thinker,Ethics",Ethics,5.848740685
1035,5f1bb8a1896f82cdbda61464,/entries/scottish-18th/,Scottish Philosophy in the 18th Century,"Metaphysics, Ethics, Philosophy of Economics, Social and Political Philosophy",Metaphysics,5.852545469
434,5f1bb61a896f82cdbda612f9,/entries/mysticism/,Mysticism,Philosophy of Religion,Philosophy of Religion,5.865525927
1190,5f1bb39b896f82cdbda6114b,/entries/hartshorne/,Charles Hartshorne,"Thinker,Philosophy of Religion, Metaphysics",Thinker,5.865944441
907,5f1bb78d896f82cdbda613c3,/entries/prophecy/,Prophecy,Philosophy of Religion,Philosophy of Religion,5.888341691
89,5f1bb4e6896f82cdbda61225,/entries/leibniz/,Gottfried Wilhelm Leibniz,"Thinker, Metaphysics, Philosophy of Mathematics, Logic",Thinker,5.891015782
564,5f1bb4a1896f82cdbda611f2,/entries/kierkegaard/,Søren Kierkegaard,"Thinker,Continental Philosophy",Thinker,5.895043497
60,5f1baf0c896f82cdbda60ec1,/entries/abelard/,Peter Abelard,"Thinker,Logic",Thinker,5.895677668
433,5f1bb14e896f82cdbda61000,/entries/cosmological-argument/,Cosmological Argument,Philosophy of Religion,Philosophy of Religion,5.904197291
1306,5f1bb648896f82cdbda61314,/entries/newton-philosophy/,Newton’s Philosophy,"Thinker,Philosophy of Physics",Philosophy of Physics,5.905694551
481,5f1bb5a8896f82cdbda612ad,/entries/medieval-philosophy/,Medieval Philosophy,"Metaphysics,Logic,Philosophy of Religion",Metaphysics,5.907238595
969,5f1bb1ca896f82cdbda6103e,/entries/dewey/,John Dewey,"Thinker, Social and Political Philosophy",Thinker,5.909215824
709,5f1baf85896f82cdbda60f08,/entries/antonio-rosmini/,Antonio Rosmini,"Thinker, Philosophy of Religion",Thinker,5.917272808
1033,5f1bb4db896f82cdbda6121e,/entries/leibniz-ethics/,Leibniz’s Ethics,"Thinker,Ethics",Ethics,5.926465994
45,5f1bb9e7896f82cdbda6152d,/entries/whitehead/,Alfred North Whitehead,"Thinker,Logic,Philosophy of Mathematics,Metaphysics",Thinker,5.953411389
50,5f1bb6af896f82cdbda6134a,/entries/pascal/,Blaise Pascal,"Thinker, Philosophy of Mathematics, Philosophy of Religion",Thinker,5.962974698
53,5f1bb176896f82cdbda61013,/entries/daoism-religion/,Religious Daoism,"Chinese Philosophy, Philosophy of Religion",Philosophy of Religion,5.963390225
1184,5f1bafb7896f82cdbda60f28,/entries/arnauld/,Antoine Arnauld,"Thinker,Philosophy of Religion",Thinker,5.973958958
1037,5f1bb6f3896f82cdbda6136e,/entries/philo/,Philo of Alexandria,"Thinker,Jewish Philosophy",Thinker,5.976570384
1391,5f1bb66b896f82cdbda6132a,/entries/occasionalism/,Occasionalism,Metaphysics,Metaphysics,5.97728116
117,5f1bb7ac896f82cdbda613d4,/entries/pythagoreanism/,Pythagoreanism,Philosophy of Mathematics,Philosophy of Mathematics,5.979360841
953,5f1bb8c4896f82cdbda61479,/entries/shaftesbury/,"Lord Shaftesbury [Anthony Ashley Cooper, 3rd Earl of Shaftesbury]","Thinker,Ethics, Social and Political Philosophy,Aesthetics and Philosophy of Art",Thinker,5.98882721
1557,5f1bb058896f82cdbda60f79,/entries/byzantine-philosophy/,Byzantine Philosophy,Metaphysics,Metaphysics,5.995158731
